index,X,Y,FID,STTNKEY,STTNID,NHS,LOCATION,CONFIDENCE,COMMENT,LONGITUDE,LATITUDE,STPOSTAL,AADT,YEAR_GEO,FCLASS,STFIPS,CTFIPS,VERSION
148,-117.9054797664064,48.54868819486904,6149,53R070AA,R070AA,2,206MP 234.57 E/O SR 25-KETTLE FALLS,3, ,-117.90548,48.548688,WA,7786,2000,2,53,65,1
149,-124.26621977233026,48.07017719442352,6150,53R073AA,R073AA,7,206MP 203.93 E/O SR 113/BURNT MOUNTAIN ROAD - SAP,3, ,-124.266219,48.070177,WA,2376,1999,2,53,9,1
150,-106.92761475618248,47.30782719371342,6151,30000038,000038,7,01.0 MILES WEST OF JORDAN M.P.211.0,3, ,-106.927615,47.307828,MT,432,1999,2,30,33,1
151,-123.8553257719477,46.43064819289656,6152,53R0741A,R0741A,3,206MP 028.95 N/O SR 4 - JOHNSON'S LANDING,3, ,-123.855326,46.430648,WA,2494,2000,2,53,49,1
152,-112.50645476137804,48.20984119455351,6153,30000039,000039,0,00.5 MILES NORTH OF DUPUYER M.P.75.9,3, ,-112.506455,48.209841,MT,352,1999,6,30,73,1
153,-122.635962770812,46.53294019299198,6154,53R0753A,R0753A,7,206MP 077.78 E/O KENNEDY ROAD-SALKUM,3, ,-122.635963,46.53294,WA,6749,2000,2,53,41,1
154,-110.4238247594385,45.71310219222817,6155,30000041,000041,1,07.5 MILES EAST OF LIVINGSTON M.P.342.0,3, ,-110.423825,45.713102,MT,0,1999, ,30,67,1
155,-120.82775476912792,45.69426919221074,6156,53R0767A,R0767A,7,206MP 100.64 W/O SR 14 MARYHILL SPUR - MARYHILL,3, ,-120.827754,45.69427,WA,1912,2000,2,53,39,1
156,-115.59739176425684,46.144778192630376,6157,16000085,000085,7,"1 MI. N.E. OF SELWAY RIVER RD., LOWELL",2, ,-115.597392,46.144778,ID,658,2001,2,16,49,1
157,-120.79639176909885,45.702201192218126,6158,53R0777A,R0777A,0,206MP 102.27 W/O MARYHILL ROAD-MARYHILL,3, ,-120.796392,45.702201,WA,1743,2000,7,53,39,1
158,-116.9153717654842,47.71262619409056,6159,16000001,000001,1,"1.0 MILES WEST OF SH-41, POST FALLS",3, ,-116.915372,47.712626,ID,25219,2001,11,16,55,1
159,-123.02559077117483,46.17714319266042,6160,53R078AA,R078AA,7,206MP 055.14 E/O FALL CREEK ROAD-STELLA,3, ,-123.025591,46.177143,WA,5832,2000,2,53,15,1
160,-116.8587547654314,46.44900019291378,6161,16000006,000006,7,"7.0 MILES E. OF JCT US-12, LEWISTON",3, ,-116.858755,46.449,ID,10519,2001,2,16,69,1
161,-120.22389276856552,46.38263119285165,6162,53R0804A,R0804A,1,MP 055.08 SE/O DIVISION RD I/C - ZILLAH,3, ,-120.223893,46.382631,WA,0,1999, ,53,77,1
162,-119.21597176762673,46.27363219275037,6163,53R081AA,R081AA,1,206MP 006.34 AT COLUMBIA RIVER BRIDGE - PASCO,3, ,-119.215971,46.273632,WA,44398,2000,11,53,21,1
163,-116.41280176501618,47.57118819395874,6164,16000008,000008,1,"1.6 MILES E. OF JCT SH-3, DUDLEY",3, ,-116.412802,47.571188,ID,11202,2001,1,16,55,1
164,-122.19290777039944,47.97122419433152,6165,53R0825A,R0825A,1,206MP 193.29 S/O PACIFIC AVE I/C - EVERETT,3, ,-122.192908,47.971224,WA,163875,2000,11,53,61,1
165,-116.93054176549845,46.95753719338735,6166,16000015,000015,7,"2.0 NORTH OF JCT SH-6, POTLATCH",3, ,-116.930542,46.957537,ID,2731,2001,2,16,57,1
166,-122.15880977036744,48.24062119458228,6167,53R0831A,R0831A,0,206MP 032.98 N/O 269TH PLACE NE-ARLINGTON,3, ,-122.158809,48.240621,WA,1882,2000,7,53,61,1
167,-116.3083167649188,48.71712419502597,6168,16000016,000016,7,"1.0 MI. S. OF JCT US-2, BONNERS FERRY",3, ,-116.308317,48.717124,ID,7961,2001,2,16,21,1
168,-120.19649976853997,47.73424819411082,6169,53R0841A,R0841A,7,206MP 220.55 N/O BRAYS ROAD - ORONDO,2,MP conflicts with relative location,-120.1965,47.734249,WA,4073,2000,2,53,17,1
169,-116.04876476467712,46.25264919273086,6170,16000019,000019,7,"2.2 MILES N.W. OF JCT SH-64, KAMIAH",3, ,-116.048764,46.25265,ID,2125,2001,2,16,61,1
170,-122.63190477080812,47.864921194232295,6171,53R085AA,R085AA,7,206MP 013.92 AT HOOD CANAL BRIDGE,3, ,-122.631904,47.864921,WA,16337,2000,2,53,31,1
171,-116.74255376532324,47.86712119423436,6172,16000021,000021,7,NORTH LIMITS OF CHILCO,3, ,-116.742554,47.867121,ID,14645,2001,2,16,55,1
172,-119.33115976773404,45.93910419243867,6173,53R0865A,R0865A,1,206MP 132.03 S/O SR 14 I/C - PLYMOUTH,3, ,-119.33116,45.939104,WA,0,2000, ,53,5,1
173,-120.29354276863045,47.40988719380864,6174,53S103AA,S103AA,0,206MP 000.21 AT COLUMBIA RIV BR - WENATCHEE,3, ,-120.293543,47.409887,WA,50360,2000,12,53,17,1
174,-116.43721476503904,48.32354219465946,6175,16000026,000026,0,"6.4 MILES EAST OF JCT US-95, KOOTENAI",3, ,-116.437215,48.323542,ID,4226,2001,6,16,17,1
175,-122.3080607705066,47.804999194176325,6176,53S189AA,S189AA,1,206MP 179.77 I-5 N OF 220 ST. SW I/C,3, ,-122.308061,47.804999,WA,193282,2000,11,53,61,1
176,-116.65761476524423,47.39485919379444,6177,16000027,000027,0,"0.3 MI. S. OF JCT SH-97, ST. MARIES",3, ,-116.657615,47.394859,ID,1647,2001,6,16,55,1
177,-119.36711176776772,47.62032719400446,6178,53S200AA,S200AA,7,206MP 179.10 E/O J SE - COULEE CITY,3, ,-119.367112,47.620328,WA,0,2000, ,53,17,1
178,-116.20421576482198,45.94606919244522,6179,16000039,000039,7,0.1 MILE NORTHWEST OF FENN,3, ,-116.204216,45.946069,ID,3025,2001,2,16,49,1
179,-122.26746477046892,47.47100019386544,6180,53S2011A,S2011A,1,MP 155.13 ON SR 5 N/O SR 405/SR 518 I/C,3, ,-122.267465,47.471,WA,0,1999, ,53,33,1
180,-116.9277157654958,47.79393619416624,6181,16000040,000040,0,"2.8 MILES S.W. OF JCT SH-41, RATHDRUM",3, ,-116.927716,47.793936,ID,6918,2001,2,16,55,1
181,-122.26426477046576,47.45191719384774,6182,53S2015A,S2015A,1,MP 153.75 ON SR 5 S/O SOUTHCENTER PARKWAY I/C,3, ,-122.264265,47.451917,WA,0,1999, ,53,33,1
182,-116.8707057654426,47.83351419420296,6183,16000041,000041,0,"1.2 MI. N. OF JCT SH-53, N. RATHDRUM",3, ,-116.870706,47.833514,ID,9128,2001,6,16,55,1
183,-122.26861077046972,47.47442219386864,6184,53S201AA,S201AA,1,206MP 155.38 I-5/N OF I 405/SR 518 I/C,3, ,-122.268611,47.474422,WA,246297,2000,11,53,33,1
184,-116.68689676527153,47.94792719430956,6185,16000042,000042,0,"0.5 MILE EAST OF JCT US-95, ATHOL",3, ,-116.686897,47.947928,ID,2606,2001,7,16,55,1
185,-122.3188217705166,47.58532619397192,6186,53S2025A,S2025A,1,MP 163.96 ON SR 5 S/O SR 90/SR 519 I/C,3, ,-122.318822,47.585326,WA,0,1999, ,53,33,1
186,-116.9478207655145,46.5394111929977,6187,16000098,000098,7,0.2 MILES SOUTH OF NEZ PERCE/LATAH COUNTY LINE,3, ,-116.947821,46.539411,ID,5012,2001,2,16,69,1
187,-122.31799477051592,47.578672193965815,6188,53S202AA,S202AA,1,206MP 163.50 I-5 S. OF I-90/SR 519 I/C,3, ,-122.317995,47.578672,WA,229583,2000,11,53,33,1
188,-116.39642276500103,46.885434193320286,6189,16000045,000045,0,"2.1 MILE NORTH OF JCT SH-8, BOVILL",3, ,-116.396423,46.885434,ID,592,2001,6,16,57,1
189,-122.1052227703176,47.56938919395713,6190,53S2033A,S2033A,1,MP 010.34 ON SR 90 E/O SR 405 I/C,3, ,-122.105223,47.569389,WA,0,1999, ,53,33,1
190,-116.31068976492104,48.94228719523573,6191,16000046,000046,7,"4.4 MILES N.E. OF JCT SH-1, COPELAND",3, ,-116.31069,48.942287,ID,1018,2001,2,16,21,1
191,-122.1137487703256,47.5723251939599,6192,53S203AA,S203AA,1,206MP 010.82 I-90 E. OF I-405 I/C,3, ,-122.113749,47.572326,WA,0,2000, ,53,33,1
192,-116.99082476555456,48.18071519452638,6193,16000047,000047,7,"2.6 MI E ID/WASH STATE LN, PRIEST RIVER",3, ,-116.990825,48.180715,ID,7943,2001,2,16,17,1
193,-116.29586476490712,45.502016192031874,6194,16000049,000049,7,6.7 MILES NORTH OF RIGGINS,3, ,-116.295864,45.502016,ID,2022,2001,2,16,49,1
194,-122.1782247703856,47.58825319397464,6195,53S2041A,S2041A,1,MP 011.69 ON SR 405 N/O SR 90 I/C,3, ,-122.178225,47.588253,WA,0,1999, ,53,33,1
195,-115.77349376442083,47.46865519386325,6196,16000072,000072,1,0.3 MI. EAST OF EAST MULLAN I.C.,3, ,-115.773494,47.468655,ID,6694,2001,1,16,79,1
196,-122.18505777039196,47.6061081939913,6197,53S204AA,S204AA,1,206MP 013.04 ON I-405 N OF SE 8TH ST I/C,3, ,-122.185058,47.606108,WA,199927,2000,11,53,33,1
197,-122.31754677051543,47.64293419402577,6198,53S502AA,S502AA,7,206MP 000.19 SR 520 E. OF I-5 I/C,3, ,-122.317547,47.642934,WA,59009,2000,12,53,33,1
198,-116.50113876509836,47.24252019365264,6199,16000112,000112,0,7.5 MILES NORTH OF JCT. SH-6,3, ,-116.501138,47.24252,ID,1847,2001,6,16,9,1
199,-122.95283777110711,46.11329019260092,6200,53S503AA,S503AA,3,206MP 000.70 AT COLUMBIA RIVER BR - LONGVIEW,3, ,-122.952838,46.11329,WA,19131,2000,14,53,15,1
200,-116.77804676535628,47.83004019419997,6201,16000113,000113,7,4.5 MILES NORTH OF HAYDEN,3, ,-116.778047,47.83004,ID,15822,2001,2,16,55,1
201,-116.06763776469484,48.65573519496888,6202,16000114,000114,7,1.9 MILES NORTHWEST OF IDAHO/MONTANA STATE LINE,3, ,-116.067637,48.655735,ID,1319,2001,2,16,21,1
202,-122.12274077033408,47.66707219404799,6203,53S547AA,S547AA,7,206MP 012.00 SR-520 E.OF W.LK.SAMM.PKWY,3, ,-122.122741,47.667073,WA,67156,2000,12,53,33,1
203,-116.51799476511422,46.50708519296768,6204,16000116,000116,7,8.2 MI.W. OF CLEARWATER-NEZPERCE COUNTY LINE,3, ,-116.517995,46.507085,ID,3453,2001,2,16,69,1
204,-119.73170176810704,46.64257319309405,6205,53S612AA,S612AA,0,206MP 043.50 AT COLUMBIA RIVER BRIDGE - VERNITA,3, ,-119.731702,46.642573,WA,3560,2000,6,53,5,1
205,-117.0057267655684,46.702846193150094,6206,16000124,000124,7,0.6 MI. S. OF PALOUSE RIVER BRIDGE (SOUTH MOSCOW,3, ,-117.005727,46.702846,ID,6287,2001,2,16,57,1
206,-122.64569477082108,48.20796419455184,6207,53S706AA,S706AA,7,206MP 020.02 E/O RHODODENDRON PARK DRIVE - COUPEV,3, ,-122.645695,48.207964,WA,8646,1999,2,53,29,1
207,-117.03609276559672,46.732535193177725,6208,16000125,000125,7,0.123 MI. E. OF WASHINGTON STATE LINE,3, ,-117.036092,46.732535,ID,14281,2001,14,16,57,1
208,-122.64388677081928,48.927511195222,6209,53S8035A,S8035A,1,206MP 269.41 S/O BIRCH BAY/LYNDEN RD I/C - CUSTER,3, ,-122.643887,48.927511,WA,26675,2000,1,53,73,1
209,-117.000892765564,46.749504193193374,6210,16000126,000126,7,0.6 MILES NORTH OF MOSCOW,3, ,-117.000893,46.749504,ID,6234,2001,14,16,57,1
210,-122.29121177049092,47.3746361937757,6211,53S8095A,S8095A,1,206MP 148.07 S/O SR 516 I/C - MIDWAY,3, ,-122.291212,47.374636,WA,191630,1999,11,53,33,1
211,-116.94821976551496,46.72304319316903,6212,16000127,000127,0,2.1 MILES EAST OF MOSCOW,3, ,-116.94822,46.723043,ID,4927,2001,6,16,57,1
212,-122.32584877052318,47.7588861941336,6213,53S817AA,S817AA,1,MP 176.46 ON SR 5 N\O NE 175TH ST I/C,3, ,-122.325849,47.758886,WA,0,1999, ,53,33,1
213,-116.95105676551748,48.27910019461796,6214,16000147,000147,0,8.0 MI. N. OF JCT US-2 (FALLS INN),3, ,-116.951056,48.279101,ID,1876,2001,7,16,17,1
214,-120.7777427690814,46.74844419319254,6215,53S8183A,S8183A,7,206MP 185.62 ON SR 12 EAST OF SR 410,3, ,-120.777742,46.748444,WA,4282,2000,2,53,77,1
215,-116.3588737649659,45.35604919189575,6216,16000150,000150,7,5.7 MILES SOUTH OF RIGGINS,3, ,-116.358874,45.356049,ID,2298,2001,2,16,49,1
216,-120.78544376908847,46.74822119319219,6217,53S8185A,S8185A,7,206MP 185.25 ON SR 12 S/O SR 410 I/C,3, ,-120.785444,46.748221,WA,2278,2000,2,53,77,1
217,-116.91538076548424,47.71262619409056,6218,16000152,000152,1,"1.0 MILE WEST OF RATHDRUMIC, POST FALLS",3, ,-116.915381,47.712626,ID,26625,2001,11,16,55,1
218,-120.7887167690917,46.748323193192455,6219,53S8187A,S8187A,0,206MP 116.26 ON SR 410 W/O SR 12,2,Mileage ends at 107.52,-120.788717,46.748324,WA,2301,2000,7,53,77,1
219,-103.99352975344976,48.14032119448874,6220,38000257,000257,7,MP2.4 2.4 MILES EAST OF MT.LINE,3, ,-103.99353,48.140321,ND,1259,1999,2,38,105,1
220,-122.90940777106675,46.2309511927105,6221,53S819AA,S819AA,0,206MP 007.97 S/O SANDY BEND ROAD - LEXINGTON,3, ,-122.909408,46.230951,WA,4233,2000,7,53,15,1
221,-103.9934517534498,48.14032019448881,6222,38000258,000258,7,MP2.4 2.4 MILES EAST OF MT.LINE,3, ,-103.993452,48.14032,ND,0,1999, ,38,105,1
222,-118.70105776714736,48.65280119496612,6223,53S8207A,S8207A,0,206MP 304.60 W/O FAIRGROUNDS ROAD-REPUBLIC,3, ,-118.701058,48.652801,WA,2531,2000,6,53,19,1
223,-122.88417477104328,47.99589919435432,6224,53R0235A,R0235A,7,206MP 281.15 S/O OLD GARDINER RD-DISCOVERY BAY,3, ,-122.884175,47.995899,WA,11309,2000,2,53,31,1
224,-122.19666777040288,47.52373719391448,6225,53S821AA,S821AA,1,206MP 006.95 I-405 N OF 30TH ST I/C,3, ,-122.196668,47.523738,WA,144783,2000,11,53,33,1
225,-122.88630477104516,47.98836719434728,6226,53R0236A,R0236A,7,206MP 281.81 S/O OLD GARDINER ROAD - DISCOVERY BA,3, ,-122.886305,47.988367,WA,0,1999, ,53,31,1
226,-122.18098177038814,47.687705194067455,6227,53S8221A,S8221A,1,MP 018.71 N/O SR 908 I/C - KIRKLAND,3, ,-122.180982,47.687706,WA,0,1999, ,53,33,1
227,-122.4613097706492,47.2129231936251,6228,53R034AA,R034AA,1,206MP 131.18 AT 48TH ST UXING - TACOMA,3, ,-122.461309,47.212923,WA,192176,2000,11,53,53,1
228,-122.18098177038814,47.687705194067455,6229,53S822AA,S822AA,1,206MP 018.71 I-405 N OF SR908 I/C,3, ,-122.180982,47.687705,WA,180610,2000,11,53,33,1
229,-117.2941627658369,47.67150219405232,6230,53R036AA,R036AA,1,MP 285.00 ON SR 90 W/O 3RD AVE - SPOKANE,3, ,-117.294163,47.671503,WA,105817,1999,11,53,63,1
230,-122.23967777044298,47.819279194189726,6231,53S824AA,S824AA,1,206MP 028.99 N/O DAMSON ROAD I/C - BOTHELL,3, ,-122.239677,47.819279,WA,107512,1999,11,53,61,1
231,-120.20017176854344,48.48057619480568,6232,53R037AA,R037AA,0,206MP 191.90 W/O RADER ROAD - WINTHROP,3, ,-120.200172,48.480576,WA,1850,2000,6,53,47,1
232,-122.04572877026224,47.54521119393462,6233,53S825AA,S825AA,1,206MP 014.65 W/O SR 900 I/C - ISSAQUAH,3, ,-122.045729,47.545211,WA,117545,2000,11,53,33,1
233,-121.33116776959672,47.71328719409102,6234,53R038AA,R038AA,7,206MP 050.12 E/O NE OLD CASCADE HIGHWAY - SKYKOMI,3, ,-121.331168,47.713287,WA,4450,1999,2,53,33,1
234,-121.88664277011412,47.508265193900165,6235,53S826AA,S826AA,1,206MP 023.54 E/O 82ND ST I/C - PRESTON,3, ,-121.886643,47.508266,WA,49589,2000,1,53,33,1
235,-121.7055907699455,47.46247619385751,6236,53R0397A,R0397A,1,206MP 033.56 W/O EDGEWICK ROAD I/C - NORTH BEND,3, ,-121.705591,47.462476,WA,31598,2000,1,53,33,1
236,-122.3720267705662,47.240764193651216,6237,53S837AA,S837AA,1,206MP 136.80 S/O SR 99 I/C - FIFE,3, ,-122.372027,47.240764,WA,184161,2000,11,53,53,1
237,-121.5639067698134,46.73551519318045,6238,53R0401A,R0401A,0,206MP 003.88 N/O SR 12 - PACKWOOD,3, ,-121.563907,46.735515,WA,818,2000,6,53,41,1
238,-121.8852827701128,47.4959721938888,6239,53S838AA,S838AA,7,206MP 027.50 S/O SR 90 - ECHO GLEN,3, ,-121.885282,47.495972,WA,18976,2000,2,53,33,1
239,-121.60800776985457,46.650513193101226,6240,53R0407A,R0407A,7,206MP 135.10 E/O TIMBERLINE DR - PACKWOOD,3, ,-121.608008,46.650513,WA,1862,2000,2,53,41,1
240,-122.28783777048784,47.497850193890365,6241,53S839AA,S839AA,0,206MP 001.40 E/O SR 99 I/C - TUKWILA,3, ,-122.287838,47.49785,WA,39761,2000,12,53,33,1
241,-122.59710077077578,46.37687619284639,6242,53S840AA,S840AA,0,206MP 018.98 KID VALLEY,3, ,-122.597101,46.376876,WA,1049,2000,7,53,15,1
242,-120.80197076910387,45.82810419233538,6243,53R041AA,R041AA,7,206MP 013.41 N/O STATE FRONTAGE RD,3, ,-120.80197,45.828104,WA,4660,2000,2,53,39,1
243,-123.87303277196406,46.24119219272012,6244,53S8412A,S8412A,3,206MP 000.01 NE/O SR 101 - MEGLER,3, ,-123.873033,46.241192,WA,2503,2000,2,53,49,1
244,-119.99151376834926,46.9402731933713,6245,53R042AA,R042AA,1,206MP 136.59 VANTAGE,3, ,-119.991514,46.940274,WA,14465,2000,1,53,37,1
245,-123.87322977196436,46.240888192719694,6246,53S8415A,S8415A,3,206MP 000.46 S/O SR 401 - MEGLER,3, ,-123.87323,46.240888,WA,0,2000, ,53,49,1
246,-124.09306077216912,46.85885219329532,6247,53R043AA,R043AA,0,206MP 030.73 E/O SR 105 WYE CONN,3, ,-124.09306,46.858852,WA,5804,2000,6,53,27,1
247,-123.87362977196472,46.24114619272007,6248,53S8418A,S8418A,0,206MP 000.47 NW/O SR 401 - MEGLER,3, ,-123.873629,46.241146,WA,0,2000, ,53,49,1
248,-122.5740507707544,47.30386219370989,6249,53R044AA,R044AA,4,206MP 008.43 NW/O TACOMA NARROWS BR - TACOMA,3, ,-122.574051,47.303863,WA,84956,2000,12,53,53,1
249,-121.44825576970584,47.39730719379702,6250,53S901AA,S901AA,1,206MP 047.71 AT TINKHAM ROAD UXING,3, ,-121.448256,47.397307,WA,28522,2000,1,53,33,1
250,-122.73797977090696,45.90006119240229,6251,53R045AA,R045AA,1,206MP 020.71 S/O SR 503 I/C - WOODLAND,3, ,-122.73798,45.900062,WA,66574,2000,1,53,11,1
251,-121.41475776967468,47.42681019382422,6252,53S902AA,S902AA,1,206MP 052.24 AT SR 906 OXING,3, ,-121.414758,47.42681,WA,26788,2000,1,53,33,1
252,-122.32156277051924,47.64529619402776,6253,53R0461A,R0461A,1,MP 168.31 ON SR 5 N/O SR 520 I/C,3, ,-122.321563,47.645296,WA,0,1999, ,53,33,1
253,-121.27451176954392,47.27545119368335,6254,53S903AA,S903AA,1,206MP 063.98 AT CABIN CREEK ROAD UXING,3, ,-121.274511,47.275452,WA,27249,2000,1,53,37,1
254,-122.3145097705126,47.64322819402593,6255,53R0463A,R0463A,7,MP 000.36 ON SR 520 E/O SR 5 I/C,3, ,-122.31451,47.643229,WA,0,1999, ,53,33,1
255,-122.94010377109517,45.19394119174478,6256,41024020,024020,0,3.0 mi. SE of St. Paul,3, ,-122.940104,45.193941,OR,2549,1999,6,41,47,1
256,-122.32195477051958,47.63675219402,6257,53R0465A,R0465A,1,MP 167.72 ON SR 5 S/O SR 520 I/C,3, ,-122.321954,47.636752,WA,0,1999, ,53,33,1
257,-119.6688717680485,45.4393011919733,6258,41025007,025007,0,1.0 mi. SE of Lexington,3, ,-119.668872,45.439301,OR,1456,1999,6,41,49,1
258,-120.58542476890236,47.5556461939443,6259,53R0473A,R0473A,7,206MP 104.84 DRYDEN,3, ,-120.585424,47.555646,WA,14782,2000,2,53,7,1
259,-122.41238677060367,45.54129319206828,6260,41026001,026001,1,1.3 mi. E of US 30 Bypass at Sandy River Bridge,3, ,-122.412387,45.541293,OR,29003,1999,11,41,51,1
260,-120.65711476896888,47.419053193817085,6261,53R0475A,R0475A,7,206MP 178.19 S/O SR 2-BLEWETT,2,MP conflicts w/ relative location (S/O SR2-Blewett),-120.657114,47.419053,WA,5090,2000,2,53,7,1
261,-120.59885176891476,47.56313819395137,6262,53R0477A,R0477A,7,206MP 103.92 PESHASTIN,3, ,-120.598852,47.563138,WA,12566,2000,2,53,7,1
262,-122.6936657708656,45.51580019204459,6263,41026002,026002,7,0.3 mi. W of I-405 Jct. in Portland,3, ,-122.693666,45.5158,OR,0,1999, ,41,51,1
263,-120.45677176878236,46.68974719313791,6264,53R048AA,R048AA,1,206MP 024.83 NE/O SR 821 I/C - SELAH,3, ,-120.456771,46.689747,WA,15777,2000,1,53,77,1
264,-122.40272077059466,45.49253719202278,6265,41026003,026003,7,5.2 mi. NW of ORE 212 Jct. E of Gresham,3, ,-122.402721,45.492537,OR,33745,1999,14,41,51,1
265,-122.70475077087596,47.64873219403102,6266,53R0501A,R0501A,4,206MP 044.33 N/O NEWBERRY HILL I/C - SILVERDALE,3, ,-122.70475,47.648732,WA,43369,2000,12,53,35,1
266,-122.67679677084992,45.61285419213488,6267,41026004,026004,1,"On Interstate Bridge, Oregon-Wash. state line",3, ,-122.676797,45.612854,OR,127002,1999,11,41,51,1
267,-122.55810177073954,45.62347419214496,6268,53R0511A,R0511A,1,206MP 029.09 N/O MILL PLAIN ROAD I/C - VANCOUVER,2,Relative location conflicts with MP,-122.558102,45.623474,WA,111447,2000,11,53,11,1
268,-122.68395277085664,45.50843419203765,6269,41026005,026005,1,0.6 mi. NW of I-5 Jct. in Portland,3, ,-122.683952,45.508434,OR,97153,1999,11,41,51,1
269,-122.18339577039046,47.97896719433855,6270,53R0523A,R0523A,7,206MP 000.26 E/O SR 5 I/C - EVERETT,3, ,-122.183395,47.978968,WA,70619,2000,12,53,61,1
270,-122.19676977040288,45.55088319207732,6271,41026012,026012,1,1.0 mi. W of Bridal Veil,2,Unexact reference point,-122.19677,45.550883,OR,695,1999,7,41,51,1
271,-120.3198287686548,47.472057193866526,6272,53R0533A,R0533A,7,206MP 119.77 E/O SR 97 AR I/C (OLDS BRIDGE) - WEN,3, ,-120.319829,47.472057,WA,20459,1999,12,53,7,1
272,-122.643593770819,45.53000419205773,6273,41026013,026013,1,1.3 mi. E of I-5 Jct. in Portland,3, ,-122.643594,45.530004,OR,0,1999, ,41,51,1
273,-123.92298377201062,47.18750619360152,6274,53R0545A,R0545A,7,206MP 104.55 S/O HENSEL RD - HUMPTULIPS,3, ,-123.922984,47.187506,WA,2405,2000,2,53,27,1
274,-120.17248076851774,45.23226219178036,6275,41011004,011004,0,0.4 mi. E of Condon,3, ,-120.172481,45.232263,OR,187,1999,7,41,21,1
275,-119.1878467676006,47.09445819351492,6276,53R0553A,R0553A,1,206MP 180.33 E/O SR 17 I/C - MOSES LAKE,3, ,-119.187847,47.094458,WA,10074,2000,1,53,25,1
276,-120.1625137685084,45.67196319218999,6277,41011007,011007,0,4.0 mi. S of Arlington,3, ,-120.162514,45.671963,OR,832,1999,6,41,21,1
277,-120.77301376907684,47.19610619360946,6278,53R057AA,R057AA,7,206MP 006.85 W/O TEANAWAY RD,3, ,-120.773014,47.196106,WA,4074,2000,2,53,37,1
278,-120.05564476840892,45.779093192289785,6279,41011008,011008,1,1.0 mi. W of ORE 74 Jct. near Arlington,3, ,-120.055644,45.779094,OR,0,1999, ,41,21,1
279,-120.82035476912095,47.77668119415021,6280,53R0587A,R0587A,7,206MP 080.20 E/O NASON RIDGE ROAD,3, ,-120.820354,47.776682,WA,3925,2000,2,53,7,1
280,-121.5683457698176,45.40579119194194,6281,41014003,014003,7,11.1 mi. S of Mt. Hood,3, ,-121.568346,45.405791,OR,926,1999,6,41,27,1
281,-120.28274276862042,47.53038719392058,6282,53R059AA,R059AA,7,206MP 201.53 ROCKY REACH,2,Location lies in Douglas County,-120.282743,47.530388,WA,6716,2000,16,53,17,1
282,-122.76810877093496,45.31047619185325,6283,41003011,003011,1,0.6 mi. N of Baldock Rest Area,1,not able to locate Baldock Rest Area,-122.768109,45.310476,OR,86811,1999,1,41,5,1
283,-122.78493577095075,47.06031019348296,6284,53R0607A,R0607A,1,206MP 111.01 W/O SR 510 I/C - LACEY,3, ,-122.784936,47.06031,WA,0,1999, ,53,67,1
284,-122.39940177059157,45.19238119174344,6285,41003014,003014,0,3.0 mi. N of Colton,3, ,-122.399402,45.192382,OR,2409,1999,6,41,5,1
285,-119.08928976750894,46.34816219281981,6286,53R0611A,R0611A,2,206MP 036.24 N/O E ELM RD,3, ,-119.08929,46.348162,WA,11953,2000,2,53,21,1
286,-122.7430647709118,45.371829191910464,6287,41003016,003016,1,At SW 65th Ave. U-Xing & Clack.-Wash. county line,3, ,-122.743065,45.371829,OR,82682,1999,11,41,5,1
287,-119.20723676761872,46.23166319271133,6288,53R0628A,R0628A,0,206MP 037.53 NW/O OLD SR 12 I/C - RICHLAND,3, ,-119.207237,46.231663,WA,0,2000, ,53,5,1
288,-123.91121377199968,46.02771019252134,6289,41004001,004001,3,2.0 mi. W of Gearhart,3, ,-123.911214,46.027711,OR,13809,1999,2,41,7,1
289,-117.56745276609144,47.99472319435307,6290,53R063AA,R063AA,2,206MP 190.29 S/O SR 292 - LOON LAKE,3, ,-117.567453,47.994723,WA,8568,2000,2,53,65,1
290,-123.67954977178395,46.06363119255485,6291,41004010,004010,0,5.0 mi. SE of Olney,3,Not on NHPN,-123.67955,46.063632,OR,0,1999, ,41,0,1
